"Governorate","sector","activity","Partner","Area","Refugee.Camps","Start","End","Total","costunit","gender","target","Objective","Sector","Category","Output","RegionCODE","Area2"
"Madaba","EDU[2]Quality/Protective Learning Environs.","[REF2.2]Training Edc. Service Providers","AVSI","Madaba City",,"2015-01-01","2015-12-31",7500,"c- 100-249$","3-Mix","Host only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Training Edc. Service Providers","1710","MADABA"
"Madaba","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",66471.42,"d- 250-499$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1710","MADABA"
"Madaba","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",14528.57,"a- 0-49$","6-Minor only","Urban & Rural only","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1710","MADABA"
"Madaba","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","ICMC","Madaba Governorate",,"2015-01-01","2016-09-01",53546,"b- 50-99$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1710","MADABA"
"Madaba","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",3500,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1710","MADABA"
"Madaba","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",82267.26,"e- 500-2000$","3-Mix","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","1710","MADABA"
"Madaba","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","ICMC","Madaba Governorate",,"2015-01-01","2016-09-01",92221,"c- 100-249$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1710","MADABA"
"Madaba","WASH[1]Access to Safe Water","[REF1.2]Piped water networks","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",14831,"b- 50-99$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Piped water networks","1710","MADABA"
"Madaba","PROT[1]Refugee Rights Respected","[REF1.3]Access Legal Assistance","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",1408.42,"a- 0-49$","7-Adult","Urban & Rural only","Refugee Rights Respected","PROTECTION","Refugee","Access Legal Assistance","1710","MADABA"
"Madaba","WASH[3]Hygiene promotion","[REF3.2]School/Clinic Hygiene Promt.","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",2472,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","School/Clinic Hygiene Promt.","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",1006,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1710","MADABA"
"Madaba","FOOD/LIV[1]Access to Food","[REF1.1]Food Assistance","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",77119,"a- 0-49$","1-All","Host, Urban & Rural","Access to Food","FOOD/LIVELIHOOD","Refugee","Food Assistance","1710","MADABA"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","AVSI","Madaba City",,"2015-01-01","2015-12-31",50000,"c- 100-249$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1710","MADABA"
"Madaba","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",2816,"a- 0-49$","6-Minor only","Urban & Rural only","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1710","MADABA"
"Madaba","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",270271.42,"e- 500-2000$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1710","MADABA"
"Madaba","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",9887,"a- 0-49$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1710","MADABA"
"Madaba","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",177966,"c- 100-249$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1710","MADABA"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","UNHCR","Madaba Governorate",,"2015-01-01","2015-12-31",917667,"e- 500-2000$","1-All","Urban & Rural only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1710","MADABA"
"Madaba","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",29323.47,"a- 0-49$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1710","MADABA"
"Madaba","WASH[1]Access to Safe Water","[REF1.1]Trucking to Communal facs.","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",4944,"a- 0-49$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Trucking to Communal facs.","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","ICSC","Madaba City",,"2015-01-01","2015-12-31",320000,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","DRC","Madaba Governorate",,"2015-01-01","2015-12-31",199767,"b- 50-99$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1710","MADABA"
"Madaba","SHLT[2]Urban/Rural Adequate Shelter","[REF2.5]Increasing awareness on housing, land and property laws","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",494,"a- 0-49$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Increasing awareness on housing, land and ","1710","MADABA"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",214548,"a- 0-49$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1710","MADABA"
"Madaba","HLTH[3]Integrated Community Interventions","[REF3.4]Mat/Child (incl. neonatal) Health mngt ","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",2260,"a- 0-49$","3-Mix","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Mat/Child (incl. neonatal) Health mngt ","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","DRC","Madaba Governorate",,"2015-01-01","2015-12-31",68850,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1710","MADABA"
"Madaba","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","AVSI","Madaba City",,"2015-01-01","2015-12-31",20000,"c- 100-249$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","SC Jordan","Madaba Governorate",,"2015-01-01","2015-12-30",16702,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1710","MADABA"
"Madaba","WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",7415,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","Sewer Networks","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","MPDL","Madaba Governorate",,"2014-12-01","2015-08-01",165000,"e- 500-2000$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1710","MADABA"
"Madaba","FOOD/LIV[1]Access to Food","[REF1.1]Food Assistance","WVI","Madaba Governorate",,"2015-07-01","2015-12-31",33333,"a- 0-49$","7-Adult","Host only","Access to Food","FOOD/LIVELIHOOD","Refugee","Food Assistance","1710","MADABA"
"Madaba","HLTH[2]Secondary/Tertiary Care","[REF2.5]Secondary/Tertiary Referrals","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",268000,"c- 100-249$","1-All","Host, Urban & Rural","Secondary/Tertiary Care","HEALTH","Refugee","Secondary/Tertiary Referrals","1710","MADABA"
"Madaba","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","JEN","Madaba City",,"2015-01-01","2015-12-31",71500,"e- 500-2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1710","MADABA"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",155720,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1710","MADABA"
"Madaba","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","AVSI","Madaba City",,"2015-01-01","2015-12-31",40000,"d- 250-499$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1710","MADABA"
"Mafraq","PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","IOM","Mafraq Governorate",,"2015-03-01","2015-08-31",650000,"f- >2000$","7-Adult","Host only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1711","MAFRAQ"
"Mafraq","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","WarChild UK","Mafraq Governorate",,"2015-02-01","2015-12-31",40000,"No Unit cost","2-No reported target","No reported target","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1711","MAFRAQ"
"Mafraq","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","IMC","Mafraq Governorate",,"2015-01-01","2015-12-31",40500,"a- 0-49$","6-Minor only","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1711","MAFRAQ"
"Mafraq","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","IR","Mafraq Governorate",,"2015-01-01","2015-12-31",335842,"No Unit cost","2-No reported target","No reported target","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1711","MAFRAQ"
"Mafraq","WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","UNICEF","Zaatari Camp","Zaatari Camp","2015-01-01","2015-12-31",16500000,"c- 100-249$","1-All","Camp only","Access to Sanitation","WASH","Refugee","Sewer Networks","2","Zaatari Camp"
"Mafraq","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","NRC","Zaatari Camp","Zaatari Camp","2015-01-01","2015-12-31",7e+05,"e- 500-2000$","7-Adult","Camp only","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","2","Zaatari Camp"
"Mafraq","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","Caritas","Mafraq Governorate",,"2015-01-01","2015-12-31",444915,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1711","MAFRAQ"
"Mafraq","WASH[1]Access to Safe Water","[REF1.2]Piped water networks","JEN","Zaatari Camp","Zaatari Camp","2015-01-01","2015-12-31",250000,"a- 0-49$","1-All","Camp only","Access to Safe Water","WASH","Refugee","Piped water networks","2","Zaatari Camp"
"Mafraq","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","KnK","Zaatari Camp","Zaatari Camp","2015-01-01","2015-12-31",83000,"a- 0-49$","6-Minor only","Camp only","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","2","Zaatari Camp"
"Mafraq","HLTH[2]Secondary/Tertiary Care","[REF2.2]Comprehensive rehabilitation for adults and children with war and non war related injuries and impairments provided","IMC","Mafraq Governorate",,"2015-01-01","2015-12-31",360000,"e- 500-2000$","1-All","Host, Urban & Rural","Secondary/Tertiary Care","HEALTH","Refugee","Comprehensive rehabilitation for adults an","1711","MAFRAQ"
"Mafraq","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","Caritas","Mafraq Governorate",,"2015-01-01","2015-12-30",2816,"a- 0-49$","6-Minor only","Urban & Rural only","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1711","MAFRAQ"
"Mafraq","WASH[3]Hygiene promotion","[REF3.2]School/Clinic Hygiene Promt.","RI","Mafraq City",,"2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","School/Clinic Hygiene Promt.","1711","MAFRAQ"
"Mafraq","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","ActionAid","Mafraq City",,"2015-01-01","2015-03-31",45700,"e- 500-2000$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1711","MAFRAQ"
"Mafraq","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","SCI","Zaatari Camp","Zaatari Camp","2014-08-01","2015-12-31",3814500,"e- 500-2000$","1-All","Camp only","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","2","Zaatari Camp"
"Mafraq","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","ACTED","Mafraq Governorate",,"2015-01-01","2015-12-31",155100,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1711","MAFRAQ"
"Mafraq","EDU[1]Access to Inclusive Education","[REF1.2]Cert. Alt/Non-Formal Education","WarChild UK","Mafraq Governorate",,"2015-02-01","2015-12-31",75000,"e- 500-2000$","1-All","Urban & Rural only","Access to Inclusive Education","EDUCATION","Refugee","Cert. Alt/Non-Formal Education","1711","MAFRAQ"
"Mafraq","PROT[1]Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","UNHCR","Zaatari Camp","Zaatari Camp","2015-01-01","2015-12-31",3e+06,"No Unit cost","2-No reported target","No reported target","Refugee Rights Respected","PROTECTION","Refugee","Asylum/Detention/Non-Refoul","2","Zaatari Camp"
"Mafraq","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","JEN","Zaatari Camp","Zaatari Camp","2015-01-01","2015-12-31",33333,"a- 0-49$","6-Minor only","Camp only","Access to Safe Water","WASH","Refugee","Water in School/Clinics","2","Zaatari Camp"
"Mafraq","HLTH[3]Integrated Community Interventions","[REF3.2]Community Hlth Network","UNHCR","Zaatari Camp","Zaatari Camp","2015-01-01","2015-12-31",57270,"a- 0-49$","1-All","Camp only","Integrated Community Interventions","HEALTH","Refugee","Community Hlth Network","2","Zaatari Camp"
"Mafraq","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNHCR","Mafraq Governorate",,"2015-01-01","2015-12-31",85902,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1711","MAFRAQ"
"Mafraq","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","ActionAid","Mafraq City",,"2015-01-01","2015-12-31",60000,"c- 100-249$","1-All","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1711","MAFRAQ"
"Mafraq","PROT[4]Child Protection","[REF4.1]CP Systems Capacity Increased","SCI","Mafraq Governorate",,"2014-04-01","2015-12-31",12400,"d- 250-499$","7-Adult","Host only","Child Protection","PROTECTION","Refugee","CP Systems Capacity Increased","1711","MAFRAQ"
"Mafraq","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","ACTED","Mafraq Governorate",,"2015-01-01","2015-12-31",5e+05,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1711","MAFRAQ"
"Mafraq","PROT[3]SGBV Prevention & Response","[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities","UNHCR","Mafraq Governorate",,"2015-01-01","2015-12-31",70000,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","Govt and non-govt actors in all sectors ar","1711","MAFRAQ"
